"","ExplicitNYHAClass","variable","mean","sd","sem","n"
"1","I/II","Handedness",0.888888888888889,0.333333333333333,0.111111111111111,9
"2","II","Handedness",0.884615384615385,0.325812593608421,0.0638971066378314,26
"3","II/III","Handedness",1,0,0,4
"4","III","Handedness",1,0,0,11
"6","I/II","WristbandPreference",0.666666666666667,0.5,0.166666666666667,9
"7","II","WristbandPreference",0.346153846153846,0.485164524037584,0.0951485913604076,26
"8","II/III","WristbandPreference",0.25,0.5,0.25,4
"9","III","WristbandPreference",0.2,0.421637021355784,0.133333333333333,10
"11","I/II","NYHAClassMixed",NA,NA,NA,0
"12","II","NYHAClassMixed",NA,NA,NA,0
"13","II/III","NYHAClassMixed",NA,NA,NA,0
"14","III","NYHAClassMixed",NA,NA,NA,0
"16","I/II","EjectionFraction",NA,NA,NA,0
"17","II","EjectionFraction",31,9.64365076099295,5.56776436283002,3
"18","II/III","EjectionFraction",19,NA,NA,1
"19","III","EjectionFraction",NA,NA,NA,0
"21","I/II","HFDiagnosisYear",25753.375,19729.4289899089,6975.40651385151,8
"22","II","HFDiagnosisYear",13999.6,17890.1357131055,3578.0271426211,25
"23","II/III","HFDiagnosisYear",11754,19517.3357642208,9758.66788211041,4
"24","III","HFDiagnosisYear",16563.625,20109.5364508448,7109.79479545522,8
"26","I/II","HFTreatmentsToDate",NA,NA,NA,0
"27","II","HFTreatmentsToDate",NA,NA,NA,0
"28","II/III","HFTreatmentsToDate",NA,NA,NA,0
"29","III","HFTreatmentsToDate",NA,NA,NA,0
"31","I/II","RegularPhysicalActivities",NA,NA,NA,0
"32","II","RegularPhysicalActivities",NA,NA,NA,0
"33","II/III","RegularPhysicalActivities",NA,NA,NA,0
"34","III","RegularPhysicalActivities",NA,NA,NA,0
"36","I/II","Exercises",NA,NA,NA,0
"37","II","Exercises",NA,NA,NA,0
"38","II/III","Exercises",NA,NA,NA,0
"39","III","Exercises",NA,NA,NA,0
"41","I/II","DeviceID",NA,NA,NA,0
"42","II","DeviceID",NA,NA,NA,0
"43","II/III","DeviceID",NA,NA,NA,0
"44","III","DeviceID",NA,NA,NA,0
"46","I/II","ID",22.6666666666667,15.4919333848297,5.16397779494322,9
"47","II","ID",28.9615384615385,14.5037395708301,2.84441734968193,26
"48","II/III","ID",23.5,15.4164414397962,7.70822071989812,4
"49","III","ID",27.1818181818182,17.7359419361825,5.34758770053152,11
"51","I/II","CPSDate",NA,NA,NA,0
"52","II","CPSDate",NA,NA,NA,0
"53","II/III","CPSDate",NA,NA,NA,0
"54","III","CPSDate",NA,NA,NA,0
"56","I/II","Sex",0.333333333333333,0.5,0.166666666666667,9
"57","II","Sex",0.115384615384615,0.325812593608421,0.0638971066378314,26
"58","II/III","Sex",0,0,0,4
"59","III","Sex",0.0909090909090909,0.301511344577764,0.0909090909090909,11
"61","I/II","Age",51.5555555555556,15.6693260154283,5.22310867180943,9
"62","II","Age",54.9615384615385,13.9956586675462,2.74477448659239,26
"63","II/III","Age",51.5,13.0256157883866,6.51280789419331,4
"64","III","Age",57.8181818181818,12.8593793148673,3.87724874766111,11
"66","I/II","Height",171.444444444444,11.7058864584353,3.90196215281175,9
"67","II","Height",173.961538461538,7.97737184406378,1.56449133461796,26
"68","II/III","Height",176.5,3.3166247903554,1.6583123951777,4
"69","III","Height",175.272727272727,9.52985738708517,2.87336011441438,11
"71","I/II","Weight",79.5333333333333,25.5050975297096,8.50169917656987,9
"72","II","Weight",87.6230769230769,18.6859585291696,3.66461796809313,26
"73","II/III","Weight",88.35,22.7352149758915,11.3676074879457,4
"74","III","Weight",94.3545454545455,17.4408350509007,5.25860962675607,11
"76","I/II","SBP.Resting",105.888888888889,12.7420999490316,4.2473666496772,9
"77","II","SBP.Resting",112.192307692308,14.6205861189468,2.86733284310282,26
"78","II/III","SBP.Resting",107.75,10.9962114688045,5.49810573440223,4
"79","III","SBP.Resting",101.818181818182,17.0869434470778,5.15190729345265,11
"81","I/II","DBP.Resting",68,7.63216876123687,2.54405625374562,9
"82","II","DBP.Resting",69.2692307692308,8.34533494741915,1.63665483632146,26
"83","II/III","DBP.Resting",68.75,9.5,4.75,4
"84","III","DBP.Resting",64.6363636363636,11.4041459765537,3.43847938715179,11
"86","I/II","HR.Resting",65.6666666666667,11.5325625946708,3.84418753155693,9
"87","II","HR.Resting",67,12.3353151560874,2.41915433412333,26
"88","II/III","HR.Resting",63,8.86942313043338,4.43471156521669,4
"89","III","HR.Resting",69.3636363636364,13.0940652760915,3.94800922738336,11
"91","I/II","O2Sat.Resting",98.875,1.1259916264596,0.398098157314428,8
"92","II","O2Sat.Resting",98.48,1.0847426730182,0.21694853460364,25
"93","II/III","O2Sat.Resting",98.75,0.5,0.25,4
"94","III","O2Sat.Resting",98.0909090909091,1.57826141399614,0.475863721029178,11
"96","I/II","FEV.Resting",2.86,0.841597121124897,0.297549515687245,8
"97","II","FEV.Resting",2.526,0.771864625436352,0.15437292508727,25
"98","II/III","FEV.Resting",3.385,0.344528663539044,0.172264331769522,4
"99","III","FEV.Resting",2.58363636363636,0.877453961496245,0.264562323735818,11
"101","I/II","FEV.Resting.Percentage",81.125,19.708138275487,6.96787910957949,8
"102","II","FEV.Resting.Percentage",70.08,23.2538885637076,4.65077771274153,25
"103","II/III","FEV.Resting.Percentage",88.75,3.5939764421413,1.79698822107065,4
"104","III","FEV.Resting.Percentage",74.2727272727273,16.395675704837,4.94348222702637,11
"106","I/II","FVC.Resting",3.59375,1.19973732244068,0.4241711981702,8
"107","II","FVC.Resting",3.2812,0.945124859476249,0.18902497189525,25
"108","II/III","FVC.Resting",4.2425,0.371786228900426,0.185893114450213,4
"109","III","FVC.Resting",3.35818181818182,0.953433984938844,0.287471162765046,11
"111","I/II","FVC.Resting.Percentage",79.125,18.403706924732,6.50669298272391,8
"112","II","FVC.Resting.Percentage",72.8,17.0904456739236,3.41808913478472,25
"113","II/III","FVC.Resting.Percentage",86.25,5.79511288357124,2.89755644178562,4
"114","III","FVC.Resting.Percentage",73.3636363636364,12.6828445332483,3.82402150829042,11
"116","I/II","SBP",131.444444444444,18.6622018469895,6.2207339489965,9
"117","II","SBP",134.115384615385,18.5565663269408,3.639242069475,26
"118","II/III","SBP",134.75,29.8370574956714,14.9185287478357,4
"119","III","SBP",116.818181818182,20.2623699592036,6.10933441073156,11
"121","I/II","DBP",72.6666666666667,7.93725393319377,2.64575131106459,9
"122","II","DBP",73.6538461538462,9.33356226825453,1.83046215912166,26
"123","II/III","DBP",74.5,11.7046999107196,5.85234995535981,4
"124","III","DBP",69.5454545454545,11.0214666570619,3.32309723098972,11
"126","I/II","HR",111.375,14.6768768573465,5.18905957623482,8
"127","II","HR",109.692307692308,18.2049866372249,3.57029161953484,26
"128","II/III","HR",95.75,29.9596951475367,14.9798475737683,4
"129","III","HR",95.6363636363636,19.3611607465706,5.83760960928471,11
"131","I/II","HR.1min",93.5,12.7615493909299,4.51188905638679,8
"132","II","HR.1min",90.28,14.6529860438069,2.93059720876138,25
"133","II/III","HR.1min",81.5,21.6410104508392,10.8205052254196,4
"134","III","HR.1min",82.8181818181818,12.2296212682011,3.68736955225212,11
"136","I/II","HR.1minDrop",17.875,9.18753036924038,3.24828251322361,8
"137","II","HR.1minDrop",23.4,15.1079449297381,3.02158898594763,25
"138","II/III","HR.1minDrop",10,7.54983443527075,4.35889894354067,3
"139","III","HR.1minDrop",12.8181818181818,8.71571203996761,2.62788605612324,11
"141","I/II","O2Sat",98.75,1.38873014965883,0.490990253030983,8
"142","II","O2Sat",98.12,1.39403491108843,0.278806982217686,25
"143","II/III","O2Sat",98.5,0.577350269189626,0.288675134594813,4
"144","III","O2Sat",98.1818181818182,1.60113596038449,0.482760656267336,11
"146","I/II","Duration",10.4574074074074,3.66480171427299,1.22160057142433,9
"147","II","Duration",9.95782051282052,2.79432900986706,0.548013005719636,26
"148","II/III","Duration",9.20000000000001,5.61471281545193,2.80735640772597,4
"149","III","Duration",7.71212121212122,2.29609681983593,0.692299239429457,11
"151","I/II","Watts",101.111111111111,38.2244831372657,12.7414943790886,9
"152","II","Watts",94.4,29.022979401387,5.8045958802774,25
"153","II/III","Watts",87.5,55.6027577253743,27.8013788626871,4
"154","III","Watts",73.6363636363636,23.3549683248457,7.0417879021953,11
"156","I/II","Watts.Predicted.Percentage",72.6666666666667,24.1867732448956,8.06225774829855,9
"157","II","Watts.Predicted.Percentage",59.92,20.2852984531491,4.05705969062982,25
"158","II/III","Watts.Predicted.Percentage",50.25,22.5591814272297,11.2795907136149,4
"159","III","Watts.Predicted.Percentage",47.1818181818182,11.7372755085512,3.53892172026293,11
"161","I/II","TestEnd.Reason",NA,NA,NA,0
"162","II","TestEnd.Reason",NA,NA,NA,0
"163","II/III","TestEnd.Reason",NA,NA,NA,0
"164","III","TestEnd.Reason",NA,NA,NA,0
"166","I/II","TestEnd.Symptom",NA,NA,NA,0
"167","II","TestEnd.Symptom",NA,NA,NA,0
"168","II/III","TestEnd.Symptom",NA,NA,NA,0
"169","III","TestEnd.Symptom",NA,NA,NA,0
"171","I/II","VO2.perBodyWeight",16.4666666666667,4.09511904588865,1.36503968196288,9
"172","II","VO2.perBodyWeight",14.3807692307692,3.28670281355272,0.644575453141756,26
"173","II/III","VO2.perBodyWeight",14.375,5.12209267129494,2.56104633564747,4
"174","III","VO2.perBodyWeight",12.3363636363636,2.98907100192442,0.901238816828635,11
"176","I/II","VO2.Predicted.Relative",30.2,5.64623768539724,1.88207922846575,9
"177","II","VO2.Predicted.Relative",29.2307692307692,5.63969993746258,1.10603615507422,26
"178","II/III","VO2.Predicted.Relative",31.175,3.97607427831356,1.98803713915678,4
"179","III","VO2.Predicted.Relative",28.8909090909091,5.59847381800693,1.68800336845068,11
"181","I/II","VO2.Predicted.Relative.Percentage",54,17.3637553541853,5.78791845139511,9
"182","II","VO2.Predicted.Relative.Percentage",50.5,13.2249763704893,2.59363125307417,26
"183","II/III","VO2.Predicted.Relative.Percentage",46.25,14.4077525427574,7.20387627137872,4
"184","III","VO2.Predicted.Relative.Percentage",42.9090909090909,8.11732154660077,2.44746453388565,11
"186","I/II","VO2",1.30111111111111,0.521438501753669,0.17381283391789,9
"187","II","VO2",1.26411538461538,0.409159756273569,0.0802428300544537,26
"188","II/III","VO2",1.30475,0.676553212984758,0.338276606492379,4
"189","III","VO2",1.14590909090909,0.375833062554495,0.113317932027585,11
"191","I/II","VO2.Predicted.Absolute",2.39488888888889,0.981021208288134,0.327007069429378,9
"192","II","VO2.Predicted.Absolute",2.32880769230769,0.556932456890835,0.109223440978444,26
"193","II/III","VO2.Predicted.Absolute",2.395,0.578406431499512,0.289203215749756,4
"194","III","VO2.Predicted.Absolute",2.32881818181818,0.61441546500423,0.185253232982797,11
"196","I/II","VO2.Predicted.Absolute.Percentage",63.1643592474263,18.2362555650477,6.0787518550159,9
"197","II","VO2.Predicted.Absolute.Percentage",55.8076923076923,16.6901629249549,3.27321024766876,26
"198","II/III","VO2.Predicted.Absolute.Percentage",53.25,18.5539753152795,9.27698765763974,4
"199","III","VO2.Predicted.Absolute.Percentage",49.4545454545455,8.91474774027439,2.68789757774171,11
"201","I/II","VE.Peak",48.675,20.0068381167183,7.07348545121649,8
"202","II","VE.Peak",45.4864,13.1992092187373,2.63984184374746,25
"203","II/III","VE.Peak",47.1,14.0173701765583,7.00868508827916,4
"204","III","VE.Peak",42.4545454545455,13.6789154275011,4.12434818291137,11
"206","I/II","VCO2.Peak",1.543,0.62671957730027,0.221578831505694,8
"207","II","VCO2.Peak",1.40638461538462,0.465413972882042,0.0912751896009337,26
"208","II/III","VCO2.Peak",1.39,0.824359549387685,0.412179774693842,4
"209","III","VCO2.Peak",1.14718181818182,0.40602729420122,0.122421835409881,11
"211","I/II","VEperVCO2.Peak",31.875,4.35685010726131,1.5403791277289,8
"212","II","VEperVCO2.Peak",33.3846153846154,6.4997041352783,1.27469685455245,26
"213","II/III","VEperVCO2.Peak",38.75,15.0194318578744,7.50971592893722,4
"214","III","VEperVCO2.Peak",37.5454545454545,6.05580112559249,1.82589273987293,11
"216","I/II","VEperVCO2.atAT",31.7142857142857,3.86066858261129,1.45919556628996,7
"217","II","VEperVCO2.atAT",32.9615384615385,4.7284734892417,0.927329945813445,26
"218","II/III","VEperVCO2.atAT",34.25,9.42956343987709,4.71478171993855,4
"219","III","VEperVCO2.atAT",38.7272727272727,5.83251076451487,1.75856816287316,11
"221","I/II","AT",11.2166666666667,2.60032049306747,1.06157639595295,6
"222","II","AT",9.58076923076923,2.52254145349792,0.494711080585869,26
"223","II/III","AT",9.15,2.39791576165636,1.19895788082818,4
"224","III","AT",8.1,1.38162545173751,0.436908330074958,10
"226","I/II","VO2.Peak.Measured.Percentage",61.3333333333333,6.88960569747403,2.81266974796387,6
"227","II","VO2.Peak.Measured.Percentage",66.1538461538462,7.01821805128514,1.37638579977508,26
"228","II/III","VO2.Peak.Measured.Percentage",65,6.68331255192114,3.34165627596057,4
"229","III","VO2.Peak.Measured.Percentage",64.4,6.83455273672763,2.16127534365964,10
"231","I/II","VO2.Peak.Predicted.Percentage",37.6666666666667,7.06163342766153,2.88289977472529,6
"232","II","VO2.Peak.Predicted.Percentage",33.6153846153846,9.78192996530612,1.91839429898823,26
"233","II/III","VO2.Peak.Predicted.Percentage",29.25,6.84957419601151,3.42478709800575,4
"234","III","VO2.Peak.Predicted.Percentage",28,4.76095228569523,1.50554530541816,10
"236","I/II","RER.Peak",1.1325,0.11132321026119,0.0393586984395717,8
"237","II","RER.Peak",1.11615384615385,0.0823687767580373,0.0161538461538462,26
"238","II/III","RER.Peak",1.05,0.128322510366134,0.0641612551830672,4
"239","III","RER.Peak",1.00290909090909,0.0826141084143072,0.0249090909090909,11
"241","I/II","RPEper20.Peak",18,NA,NA,1
"242","II","RPEper20.Peak",16.3333333333333,0.816496580927726,0.333333333333333,6
"243","II/III","RPEper20.Peak",17,NA,NA,1
"244","III","RPEper20.Peak",16,NA,NA,1
"246","I/II","PETCO2.Peak",NA,NA,NA,0
"247","II","PETCO2.Peak",32.5,1.91485421551268,0.957427107756338,4
"248","II/III","PETCO2.Peak",NA,NA,NA,0
"249","III","PETCO2.Peak",30,1.4142135623731,1,2
"251","I/II","OUES",NA,NA,NA,0
"252","II","OUES",1.22633333333333,0.251563775876682,0.145240413720761,3
"253","II/III","OUES",NA,NA,NA,0
"254","III","OUES",1.209,0.231931024229188,0.164,2
"256","I/II","TotalRiskScore",NA,NA,NA,0
"257","II","TotalRiskScore",8.33333333333333,2.88675134594813,1.66666666666667,3
"258","II/III","TotalRiskScore",NA,NA,NA,0
"259","III","TotalRiskScore",11.5,4.94974746830583,3.5,2
"261","I/II","StepData.LongestActiveStreak",43,24.0728062344214,8.02426874480715,9
"262","II","StepData.LongestActiveStreak",46.7692307692308,32.4657452615001,6.36705648506621,26
"263","II/III","StepData.LongestActiveStreak",25,9.83192080250175,4.91596040125088,4
"264","III","StepData.LongestActiveStreak",37.1818181818182,32.5785763403442,9.8228103568065,11
"266","I/II","StepData.HighestValuedStreak",3035.22222222222,2108.92862478663,702.976208262211,9
"267","II","StepData.HighestValuedStreak",3244.61538461538,2296.16276560566,450.314567238787,26
"268","II/III","StepData.HighestValuedStreak",1044.25,260.078673994364,130.039336997182,4
"269","III","StepData.HighestValuedStreak",2098,2278.41910104353,686.969206667294,11
"271","I/II","StepData.OverallMaximum",126.333333333333,18.6480561989715,6.21601873299051,9
"272","II","StepData.OverallMaximum",125.538461538462,18.3198925089221,3.59282651499678,26
"273","II/III","StepData.OverallMaximum",112.75,9.21502396451939,4.6075119822597,4
"274","III","StepData.OverallMaximum",112.909090909091,15.4107400565615,4.64651295539226,11
"276","I/II","StepData.OverallQ3",0,0,0,9
"277","II","StepData.OverallQ3",0,0,0,26
"278","II/III","StepData.OverallQ3",0,0,0,4
"279","III","StepData.OverallQ3",0,0,0,11
"281","I/II","StepData.OverallMean",3.84865396757712,1.61692065892175,0.538973552973917,9
"282","II","StepData.OverallMean",3.79431994460981,1.54695845223107,0.303383512870905,26
"283","II/III","StepData.OverallMean",3.12452813156512,1.68617751195596,0.843088755977982,4
"284","III","StepData.OverallMean",2.66310924090529,1.60354531212855,0.48348710315125,11
"286","I/II","StepData.OverallStdDev",12.8954240797763,4.17288644072964,1.39096214690988,9
"287","II","StepData.OverallStdDev",13.087504512972,3.33924368433205,0.654879565655791,26
"288","II/III","StepData.OverallStdDev",10.5135335713924,3.05403806749857,1.52701903374929,4
"289","III","StepData.OverallStdDev",9.98900487593237,3.95270653150261,1.19178586103466,11
"291","I/II","StepData.OverallMedian",0,0,0,9
"292","II","StepData.OverallMedian",0,0,0,26
"293","II/III","StepData.OverallMedian",0,0,0,4
"294","III","StepData.OverallMedian",0,0,0,11
"296","I/II","StepData.OverallMode",0,0,0,9
"297","II","StepData.OverallMode",0,0,0,26
"298","II/III","StepData.OverallMode",0,0,0,4
"299","III","StepData.OverallMode",0,0,0,11
"301","I/II","StepData.OverallQ1",0,0,0,9
"302","II","StepData.OverallQ1",0,0,0,26
"303","II/III","StepData.OverallQ1",0,0,0,4
"304","III","StepData.OverallQ1",0,0,0,11
"306","I/II","StepData.OverallMinimum",0,0,0,9
"307","II","StepData.OverallMinimum",0,0,0,26
"308","II/III","StepData.OverallMinimum",0,0,0,4
"309","III","StepData.OverallMinimum",0,0,0,11
"311","I/II","StepData.OverallTotal",81893.6666666667,31110.4253546942,10370.1417848981,9
"312","II","StepData.OverallTotal",85124,30413.1967777148,5964.51860924249,26
"313","II/III","StepData.OverallTotal",69527.25,42046.577889883,21023.2889449415,4
"314","III","StepData.OverallTotal",58733.3636363636,32214.3141267131,9712.9811669957,11
"316","I/II","StepData.Overalln",21920,2363.72587243106,787.908624143688,9
"317","II","StepData.Overalln",23483.0769230769,5066.9870883836,993.717924568872,26
"318","II/III","StepData.Overalln",21960,2160,1080,4
"319","III","StepData.Overalln",23040,3088.45592489192,931.204498583323,11
"321","I/II","StepData.OverallStdErr",0.088261392516223,0.0307691617856816,0.0102563872618939,9
"322","II","StepData.OverallStdErr",0.087331887181605,0.0256041570358388,0.00502138832133985,26
"323","II/III","StepData.OverallStdErr",0.0710198724262685,0.0199997713099603,0.00999988565498016,4
"324","III","StepData.OverallStdErr",0.0670162509604344,0.0285817334356841,0.00861771687855632,11
"326","I/II","StepData.OverallSkewness",5.13581650276418,1.68660756133096,0.562202520443653,9
"327","II","StepData.OverallSkewness",5.20174508237356,1.47312700501344,0.288903974790924,26
"328","II/III","StepData.OverallSkewness",5.29303110790712,1.76541448117262,0.882707240586309,4
"329","III","StepData.OverallSkewness",6.49645808130482,2.97400702012449,0.896696855421443,11
"331","I/II","StepData.OverallKurtosis",35.3220309080324,30.0317368747683,10.0105789582561,9
"332","II","StepData.OverallKurtosis",33.443743430822,21.6336832920519,4.24271435604073,26
"333","II/III","StepData.OverallKurtosis",36.7155518842563,24.0872529204158,12.0436264602079,4
"334","III","StepData.OverallKurtosis",61.4194419703875,62.113248582974,18.7278490963454,11
"336","I/II","StepData.MaximumDailyTotalSteps",9112.66666666667,3211.35489318761,1070.45163106254,9
"337","II","StepData.MaximumDailyTotalSteps",10836.8076923077,4204.12859954812,824.497452567284,26
"338","II/III","StepData.MaximumDailyTotalSteps",8802.75,3928.40954882931,1964.20477441466,4
"339","III","StepData.MaximumDailyTotalSteps",7231.63636363636,4292.33477894554,1294.18763057777,11
"341","I/II","StepData.MeanDailyTotalSteps",5542.06171331106,2328.36574884732,776.12191628244,9
"342","II","StepData.MeanDailyTotalSteps",5463.82072023812,2227.62017121275,436.872258534104,26
"343","II/III","StepData.MeanDailyTotalSteps",4499.32050945378,2428.09561721659,1214.04780860829,4
"344","III","StepData.MeanDailyTotalSteps",3834.87730690362,2309.10524946511,696.221428537799,11
"346","I/II","StepData.ModeDailyTotalSteps",4829.44444444444,2838.13477970617,946.044926568723,9
"347","II","StepData.ModeDailyTotalSteps",3265.84615384615,3694.10767241354,724.474119498057,26
"348","II/III","StepData.ModeDailyTotalSteps",1643.25,1878.45741234663,939.228706173315,4
"349","III","StepData.ModeDailyTotalSteps",2286.90909090909,2141.85855996821,645.794654311407,11
"351","I/II","StepData.MinimumDailyTotalSteps",1887,1783.64927886622,594.549759622075,9
"352","II","StepData.MinimumDailyTotalSteps",971,1542.04920803456,302.420730872635,26
"353","II/III","StepData.MinimumDailyTotalSteps",817.5,1635,817.5,4
"354","III","StepData.MinimumDailyTotalSteps",1269.90909090909,1576.47578189742,475.325332694173,11
"356","I/II","StepData.StdDevDailyTotalSteps",2019.01822993444,909.824624705466,303.274874901822,9
"357","II","StepData.StdDevDailyTotalSteps",2855.57107618268,1302.82340772942,255.504691491453,26
"358","II/III","StepData.StdDevDailyTotalSteps",2451.90113101154,1210.0170086117,605.008504305849,4
"359","III","StepData.StdDevDailyTotalSteps",1744.73117161327,1100.68354107307,331.868574423557,11
"361","I/II","StepData.StdErrDailyTotalSteps",522.984356731138,237.329720759237,79.1099069197458,9
"362","II","StepData.StdErrDailyTotalSteps",713.403047555142,313.242134638279,61.431836807694,26
"363","II/III","StepData.StdErrDailyTotalSteps",624.013858009177,283.646973560632,141.823486780316,4
"364","III","StepData.StdErrDailyTotalSteps",440.70521155374,292.684628530694,88.2477358855329,11
"366","I/II","StepData.MaximumDailyMaximumSteps",126.333333333333,18.6480561989715,6.21601873299051,9
"367","II","StepData.MaximumDailyMaximumSteps",125.538461538462,18.3198925089221,3.59282651499678,26
"368","II/III","StepData.MaximumDailyMaximumSteps",112.75,9.21502396451939,4.6075119822597,4
"369","III","StepData.MaximumDailyMaximumSteps",112.909090909091,15.4107400565615,4.64651295539226,11
"371","I/II","StepData.MeanDailyMaximumSteps",96.9362364243944,16.4302671246644,5.47675570822148,9
"372","II","StepData.MeanDailyMaximumSteps",95.096869767911,17.9031091204797,3.51108856766564,26
"373","II/III","StepData.MeanDailyMaximumSteps",80.264705882353,16.2637931951166,8.1318965975583,4
"374","III","StepData.MeanDailyMaximumSteps",80.6526477177793,23.1097264609446,6.96784469806374,11
"376","I/II","StepData.ModeDailyMaximumSteps",101.666666666667,21.5812418549072,7.19374728496908,9
"377","II","StepData.ModeDailyMaximumSteps",92.8461538461538,41.9701725587992,8.23102803331438,26
"378","II/III","StepData.ModeDailyMaximumSteps",77.75,52.0024037905941,26.0012018952971,4
"379","III","StepData.ModeDailyMaximumSteps",65,42.2279528274815,12.7322068357803,11
