"","variable","mean","sd","sem","n","NYHAClass.r","PureNYHAClass.r","ExplicitNYHAClass.r","NYHAClass.r2","PureNYHAClass.r2","ExplicitNYHAClass.r2","NYHAClass.p","PureNYHAClass.p","ExplicitNYHAClass.p"
"76","StepData.ModeMETClassVeryLight",1.44,2.28714241099309,0.323450781670512,50,-0.18504840082369,-0.189594884037577,-0.204921279226385,0.034242910647405,0.0359462200532224,0.0419927306797779,0.198255134182583,0.261051676601099,0.153417752411331
"77","StepData.ModeMETClassVigorous",0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","StepData.OverallKurtosis",40.198233531699,36.6002237083467,5.17605327542332,50,0.264401048204025,0.327711041427783,0.270956126040662,0.0699079142913871,0.107394526673682,0.0734172222389629,0.0635273956518678,0.0477002823253607,0.0570063167286556
"79","StepData.OverallMaximum",121.88,17.8126760642928,2.51909280722814,50,-0.334622263053834,-0.320556466916452,-0.307001261770273,0.111972058931269,0.102756448481958,0.0942497747285399,0.0175389625969977,0.053072139723124,0.0301139692515133
"80","StepData.OverallMean",3.50165036888536,1.60738045420297,0.227317923822727,50,-0.294365664570412,-0.32194301811188,-0.28660812386486,0.0866511444779804,0.103647306910986,0.0821442166653347,0.0379813794132238,0.0519949856498272,0.0435997776346455
"81","StepData.OverallMedian",0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","StepData.OverallMETClass.BelowMin.PercentageAll",0.969581901876798,0.0233526961326751,0.00330256995888069,50,0.2861312812551,0.276267560151606,0.294322413268539,0.081871110112685,0.0763237647921214,0.0866256829522167,0.0439661928117632,0.0978873430013931,0.0380109650663627
"83","StepData.OverallMETClassLight.Percentage",0.13597573237348,0.0806581553415066,0.0114067857199954,50,-0.0655551864730381,-0.0768772120253858,0.008752769564256,0.00429748247351479,0.00591010572879612,7.66109750449662e-05,0.651047210507606,0.651091733685168,0.951895095256423
"84","StepData.OverallMETClassLight.PercentageAll",0.00468294495769995,0.00453528733861891,0.000641386486353384,50,-0.125831369478188,-0.0740641262359032,-0.0857270630412929,0.0158335335447563,0.0054854947950878,0.00734912933768581,0.38390395814685,0.663090023050035,0.55388997366671
"85","StepData.OverallMETClassLowModerate.Percentage",0.127036126702069,0.0901363242129873,0.0127472012164465,50,-0.249452507661278,-0.242313402842393,-0.138481217747606,0.0622265535785,0.0587157851970596,0.0191770476688599,0.080634403246773,0.148463056240553,0.337521213874405
"86","StepData.OverallMETClassLowModerate.PercentageAll",0.00494195119682751,0.00529536750138209,0.000748878053820428,50,-0.335782667541368,-0.335670714690796,-0.283317868414954,0.112749999821197,0.112674828701029,0.0802690145631931,0.0171274774562618,0.04224683095043,0.0461796429434886
"87","StepData.OverallMETClassModerate.Percentage",0.00312333370471827,0.0104950831169307,0.00148422888821963,50,-0.13407613706082,-0.115362293896706,-0.175554776100922,0.0179764105291518,0.0133084588531099,0.030819479411845,0.353260878154281,0.496560129648176,0.222669811867889
"88","StepData.OverallMETClassModerate.PercentageAll",0.000112391221108326,0.000365826422414524,5.17356688053049e-05,50,-0.135170746196157,-0.10744772346192,-0.176314944865221,0.0182711306272259,0.0115450132771492,0.031086959782826,0.349308431836633,0.526744637913082,0.220641476832275
"89","StepData.OverallMETClassNegligible.Percentage",0.497388325983124,0.131151078521261,0.0185475633964626,50,0.265641103718882,0.295991618696005,0.140320942389399,0.0705651959849858,0.0876110383382813,0.0196899668730491,0.0622500333457867,0.0752808888144643,0.331079045204609
"90","StepData.OverallMETClassNegligible.PercentageAll",0.0138228217134141,0.0137520660819999,0.00194483583638152,50,-0.207230111909335,-0.189178835631108,-0.252428694143609,0.0429443192819554,0.0357886318507417,0.0637202456270476,0.148737923102493,0.262118943595335,0.0769675612777561
"91","StepData.OverallMETClassSedentary.Percentage",0.167878130613107,0.0584019192280937,0.00825927862409882,50,-0.0778641528973868,-0.128227486884447,-0.112930796179935,0.00606282630642762,0.0164422883927011,0.012753364725834,0.590940218686374,0.44944714753289,0.43489268411742
"92","StepData.OverallMETClassSedentary.PercentageAll",0.00461710638434501,0.00319140843924645,0.000451333309785428,50,-0.317315655025354,-0.3569062887112,-0.343748356429654,0.10068922492417,0.127382098921603,0.118162932548089,0.0247433033803666,0.0301249041548699,0.0145181636464748
"93","StepData.OverallMETClassVeryLight.Percentage",0.0684840342613975,0.0247200679078434,0.0034959455298056,50,-0.0419364197039066,-0.14063051840243,0.0748214661320054,0.00175866329758221,0.0197769427061361,0.00559825179414284,0.772457215379897,0.406426162336262,0.605567488138864
"94","StepData.OverallMETClassVeryLight.PercentageAll",0.00223717894610335,0.00168778168890415,0.000238688375477322,50,-0.248099907353856,-0.26291131814707,-0.207335954909809,0.0615535640289917,0.0691223612098297,0.0429881981983624,0.0823456487239138,0.115918413913685,0.14852594655473
"95","StepData.OverallMETClassVigorous.Percentage",0.000114316362103973,0.00080833874844296,0.000114316362103973,50,-0.0935219529582825,-0.108407272597999,-0.0479894853106398,0.0087463556851312,0.0117521367521368,0.00230299070038011,0.518284502839567,0.523038010639135,0.740686132003612
"96","StepData.OverallMETClassVigorous.PercentageAll",3.7037037037037e-06,2.61891400439462e-05,3.7037037037037e-06,50,-0.0935219529582825,-0.108407272597999,-0.0479894853106398,0.0087463556851312,0.0117521367521368,0.00230299070038011,0.518284502839568,0.523038010639135,0.740686132003612
"97","StepData.OverallMinimum",0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","StepData.OverallMode",0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","StepData.Overalln",22982.4,4082.89741057819,577.408889181767,50,-0.0373175030126791,-0.045321993266572,0.0329474684195754,0.00139259603110131,0.0020540830736552,0.00108553567525892,0.796954886933336,0.789963816978389,0.82031269278722
"100","StepData.OverallQ1",0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","StepData.OverallQ3",0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","StepData.OverallSkewness",5.48201767985143,1.96599093169369,0.278033103910373,50,0.233281417618504,0.288516987041979,0.25055481802067,0.0544202198060987,0.0832420518117817,0.062777716833371,0.103014929557755,0.0833114800834134,0.0792605994513151
"103","StepData.OverallStdDev",12.1653424395217,3.75855435068858,0.531539853766019,50,-0.358306189897273,-0.3817540787961,-0.324264661059994,0.1283833257187,0.145736176677459,0.105147570412353,0.0106194593186577,0.0197271712336109,0.0215979303812983
"104","StepData.OverallTotal",77488.86,32689.5105225589,4622.99491283408,50,-0.3211900339995,-0.372083135573224,-0.295609485209008,0.1031630379406,0.138445859778002,0.0873849677455347,0.022945361430516,0.0233461460235307,0.0371386353049974
"105","StepData.StdDevActiveMinutes_PosMET",25.6396004939772,15.8790850064235,2.24564173741594,50,-0.314280897694466,-0.342717289755425,-0.245165569276843,0.0987724826556394,0.117455140697304,0.0601061563588384,0.0262328216135275,0.0378505009180574,0.0861559946221346
"106","StepData.StdDevActiveMinutes_Pure",75.3022251348982,34.1011619658163,4.82263257447389,50,-0.142860943985534,-0.347678329654959,-0.107351677171674,0.020409249316438,0.120880220911662,0.0115243825915712,0.322312209503127,0.0349844299304951,0.458063255696371
"107","StepData.StdDevDailyMaxSteps",25.3636395945664,11.6877688707616,1.65290012509132,50,-0.0450179003419907,-0.161236363340134,-0.0161803259676818,0.0020266113512014,0.0259971648631517,0.000261802948420437,0.756233444778875,0.340408835529095,0.911199564753117
"108","StepData.StdDevDailyMeanSteps",1.71019636480147,0.863596490260769,0.122130986894458,50,-0.258928924509603,-0.380375187233622,-0.175626909747324,0.0670441879476995,0.144685283063013,0.0308448114273948,0.069416610694784,0.020212556612599,0.222476786753701
"109","StepData.StdDevDailyTotalSteps",2487.69247481032,1245.82060604665,176.185639735504,50,-0.27142318737592,-0.384170463435008,-0.196078938956971,0.0736705466453039,0.147586944975869,0.0384469503024917,0.0565630700471997,0.0189000484001445,0.172344559092545
"110","StepData.StdDevMETClass.BelowMin",69.8063650453795,109.31582400381,15.4595920888179,50,-0.0504352922567022,-0.0858225806556445,-0.109740320756744,0.00254371870501897,0.00736551535039461,0.0120429379997931,0.727965875599972,0.613520746740783,0.448061895240316
"111","StepData.StdDevMETClassLight",5.98551898052551,5.32683080536955,0.753327636942041,50,-0.0954146371433284,-0.050306439759224,-0.0376469331932201,0.00910395298119302,0.00253073788124843,0.00141729157885478,0.509815492038858,0.767469428600426,0.795200929974835
"112","StepData.StdDevMETClassLowModerate",7.51059678362831,6.13073541743362,0.867016917465571,50,-0.386605200758495,-0.382878942693802,-0.322545660743006,0.149463581253516,0.146596284758324,0.104035703264142,0.00554907350340361,0.0193384495691162,0.0223428009753333
"113","StepData.StdDevMETClassModerate",0.282658795368966,0.763960059368486,0.108040267707027,50,-0.165217627173821,-0.148509933492028,-0.183896389986268,0.0272968643289477,0.0220552003458066,0.0338178822499817,0.251539841642308,0.380364874055345,0.201112192536701
"114","StepData.StdDevMETClassNegligible",10.7844290173517,8.90454166946234,1.259292359567,50,-0.213213442914733,-0.237941026902797,-0.216027240866301,0.0454599722395539,0.0566159322835574,0.0466677687963067,0.137102374076532,0.156154686295666,0.131871621918356
"115","StepData.StdDevMETClassSedentary",4.95074331925765,3.2662388489456,0.461915927812876,50,-0.314901673129489,-0.355474069939604,-0.298809905473203,0.0991630637397518,0.126361814399427,0.0892873596089047,0.0259221773690821,0.0308405148995146,0.035040839493135
"116","StepData.StdDevMETClassVeryLight",3.04641197487637,2.23609698987851,0.316231868986784,50,-0.227578439585593,-0.258255915843212,-0.161777690848855,0.0517919461642133,0.0666961180680161,0.0261720212563877,0.111957426985077,0.122756728768253,0.261683694019468
"117","StepData.StdDevMETClassVigorous",0.0118723367940933,0.0839500985563391,0.0118723367940933,50,-0.0935219529582825,-0.108407272597998,-0.0479894853106398,0.0087463556851312,0.0117521367521368,0.00230299070038011,0.518284502839568,0.523038010639135,0.740686132003612
"118","StepData.TotalActiveMinutes_PosMET",677.36,486.901228721609,68.8582321194223,50,-0.300284797953121,-0.296790988526845,-0.294315080145441,0.0901709598817469,0.0880848908707421,0.0866213664010175,0.0341075929997721,0.0744591542373447,0.0380159831023477
"119","StepData.TotalActiveMinutes_Pure",2811.74,976.122040086616,138.044502762179,50,-0.252567880972415,-0.318085284643176,-0.249697588062219,0.0637905344988959,0.10117824830653,0.0623488854840894,0.0767993513131549,0.0550360412134629,0.080327353585989
"120","StepData.TotalMETClass.BelowMin",22305.04,4184.12306643842,591.724358719532,50,-0.00147091737795358,-0.0139385273870521,0.0663994589160078,2.16359793276584e-06,0.0001942825457196,0.00440888814433861,0.991911276903598,0.934743256298072,0.646847639649615
"121","StepData.TotalMETClassLight",103.52,93.2018305855083,13.1807292852025,50,-0.152692038817738,-0.107828044783212,-0.100197083725213,0.0233148587183175,0.0116268872417704,0.0100394555870374,0.289777380351783,0.525273967697912,0.488732825560036
"122","StepData.TotalMETClassLowModerate",108.86,112.17169965763,15.8634738970262,50,-0.346611807095504,-0.346746705710715,-0.283229352966402,0.120139744818011,0.120233277921233,0.0802188663817666,0.0136670646506729,0.0355086887681011,0.046250729771669
"123","StepData.TotalMETClassModerate",2.52,8.33541742646818,1.17880603725523,50,-0.131169129897221,-0.101140939189119,-0.17443143613377,0.0172053406379941,0.010229489580057,0.0304263259116893,0.363889816009744,0.55142163345562,0.225690786912627
"124","StepData.TotalMETClassNegligible",308.98,293.313476523333,41.4807896526101,50,-0.204821503099861,-0.191293479751419,-0.238912529519979,0.0419518481320865,0.0365931953954065,0.0570791967616347,0.153622406865713,0.256724207224272,0.0947350218838574
"125","StepData.TotalMETClassSedentary",103.16,68.4016827576751,9.67345874450461,50,-0.326388028859403,-0.368978998148389,-0.338137930306615,0.106529145382726,0.136145501074589,0.114337259912041,0.0207068370567436,0.0246184243585448,0.0163174543012985
"126","StepData.TotalMETClassVeryLight",50.24,37.8458527639234,5.35221182583158,50,-0.25231755480974,-0.27472622034357,-0.198355439966621,0.0636641484651661,0.0754744961442637,0.0393448805643519,0.077102083960487,0.0998513703357276,0.167317622151127
"127","StepData.TotalMETClassVigorous",0.08,0.565685424949238,0.08,50,-0.0935219529582825,-0.108407272597999,-0.0479894853106398,0.0087463556851312,0.0117521367521368,0.00230299070038011,0.518284502839568,0.523038010639135,0.740686132003612
"128","TestEnd.Reason",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","TestEnd.Symptom",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","TotalRiskScore",9.6,3.64691650576209,1.63095064303001,5,0.475594865605671,0.475594865605671,0.475594865605671,0.226190476190476,0.226190476190476,0.226190476190476,0.418126956139655,0.418126956139655,0.418126956139655
"131","VCO2.Peak",1.36916326530612,0.513840294049733,0.073405756292819,49,-0.205348086975875,-0.261695680217932,-0.247456057798314,0.0421678368246517,0.0684846290447261,0.0612345005410827,0.156932408952415,0.117675782157503,0.0864829360315433
"132","VE.Peak",45.4575,14.3190000988123,2.06676964039389,48,-0.0839435379155268,-0.107091591590405,-0.123723793376625,0.00704651755777549,0.0114686089893661,0.0153075770475018,0.570544077916443,0.534162333979572,0.402134975409124
"133","VEperVCO2.atAT",34.2083333333333,5.76843329640167,0.832601629119976,48,0.392730041923935,0.471452077168884,0.429518772306281,0.154236885829575,0.222267061066855,0.184486375763495,0.00576092143137652,0.00322449741571873,0.00231488389842371
"134","VEperVCO2.Peak",34.5102040816327,7.20856680444523,1.02979525777789,49,0.312475862271409,0.293197486622916,0.298641216357127,0.0976411645022608,0.085964766161995,0.0891865761072643,0.0288211278427104,0.0782089281653164,0.0371283488775802
"135","VO2",1.24802,0.435792147141506,0.0616303164863209,50,-0.0906736935277784,-0.137582871543591,-0.114387994585974,0.00822171869796948,0.0189290465421802,0.0130846133054008,0.531160710233177,0.41677309141749,0.428950631002593
"136","VO2.Peak.Measured.Percentage",65.0434782608696,6.89913528152987,1.01722200168603,46,-0.045756705020987,-0.115199127936328,0.0303873307437935,0.00209367605437762,0.0132708390772904,0.000923389869732696,0.762686665190099,0.503473711131364,0.841112073527788
"137","VO2.Peak.Predicted.Percentage",32.5434782608696,8.72214683496145,1.28601039121696,46,-0.320975818137634,-0.283982206399729,-0.351471126231334,0.103025475829124,0.0806458935516582,0.123531952574322,0.0296328765252167,0.0932462266787564,0.0166130651083698
"138","VO2.perBodyWeight",14.306,3.66207312759272,0.517895348344368,50,-0.257508211542828,-0.287187304708918,-0.340681911268295,0.0663104790119857,0.0824765479859731,0.116064164665418,0.0710144981938914,0.0848070932377596,0.0154793667582811
"139","VO2.Predicted.Absolute",2.346,0.643243344310689,0.0909683461430403,50,0.000479766642990088,8.58882745288255e-06,-0.0193017753387341,2.30176031725978e-07,7.3767957015389e-11,0.000372558531226965,0.997361675708321,0.99995974625606,0.894158262557492
"140","VO2.Predicted.Absolute.Percentage",55.5295846645367,15.9113462261635,2.25020416286544,50,-0.210422674814312,-0.196613764932221,-0.265307184102668,0.0442777020760097,0.0386569725608226,0.0703879019364869,0.142441861779858,0.24347943218902,0.0625919572266145
"141","VO2.Predicted.Relative",29.486,5.40717625956847,0.764690200042355,50,0.00171220625207729,-0.0283676380083177,-0.0471118747327817,2.93165024965257e-06,0.000804722886170949,0.00221952874083732,0.990584460477405,0.867634032129242,0.745267438050268
"142","VO2.Predicted.Relative.Percentage",49.12,13.3914989787536,1.89384394762588,50,-0.26271266455812,-0.285175410470715,-0.286249461068735,0.0690179441192272,0.081325014737141,0.0819387539621413,0.0653001890611959,0.0871094296815644,0.0438751473465766
"143","Watts",90.4081632653061,32.6572595090197,4.66532278700281,49,-0.268682823536181,-0.337201947768039,-0.29487853081066,0.0721904596633744,0.11370515357856,0.0869533479330533,0.0619414086627694,0.04431040056823,0.0397010481098032
"144","Watts.Predicted.Percentage",58.6122448979592,20.9153216631279,2.98790309473256,49,-0.340507206548869,-0.314984840615456,-0.397162847512248,0.115945157711714,0.0992154498175442,0.157738327444037,0.0166637557170763,0.0613232088230786,0.00471902246203237
"145","Weight",87.706,20.0076047786733,2.82950260286006,50,0.166826660660302,0.169988296048691,0.221879894311747,0.0278311347070674,0.0288960207935374,0.049230687499792,0.246887465430617,0.314485932813439,0.12147336686391
"146","WristbandPreference",0.36734693877551,0.487077917749495,0.0695825596784993,49,-0.200804832225625,-0.142111942481285,-0.277278528908788,0.0403225806451613,0.0201958041958042,0.0768833825938215,0.166516114854917,0.408357335180175,0.0537493065237247
